SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
FY0623,Predator Freak.3 Turf Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. Their supportive mid-cut design and grippy rubber outsole ensure these adidas soccer shoes keep you dominating on artificial turf. 3D-printed Demonscale elements spread further across their coated mesh upper to help you improve your mastery of the ball.",80.0,64,InStock,M,Soccer,CL00192,CT027
H37831,Adicolor Classics Collegiate Cropped Hoodie,"Ease takes many forms. One of them is this adidas hoodie. It's all about comfort with a super-soft feel, ribbed details and a hood you can pull up when you want to tune out from the world a little more. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",65.0,59,InStock,XL,Women,CL00184,CT065
H09044,Waist Bag,"If you appreciate the finer things, you'll appreciate the total glam of this adidas waist bag. Toss in your phone, keys and cash, buckle it on and walk out the door. When you do, you'll feel the spotlight on your every step, thanks to luxe satin and pops of gold.

This product is made with recycled content as part of our ambition to end plastic waste.",23.0,19,InStock,M,Women,CL00108,CT096
GR9652,Designed to Move High-Rise Sport Zebra 7/8 Tights,"Lunge, twist and stretch through your full range of motion. These adidas training tights have a stretchy build that lets you move freely. The AEROREADY tights absorb moisture to keep you dry during rush hour at the gym. Tuck workout reminders into the back pocket where they're easy to access. 

This product is made with Primegreen, a series of high-performance recycled materials.",45.0,36,InStock,XL,Women,CL00025,CT099
H13478,Funny Dino Tee (Gender Neutral),"You know that friend who always has a clever joke and a smile? The one who walks in a room and brings good vibes with them? Well, in this adidas t-shirt, that friend is you. Just look at the dino. He's downright prehistoric, and even he's having a good time. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",35.0,25,InStock,XXL,Men,CL00157,CT100
H26649,adidas x Classic LEGO® Track Suit,Unleash your little athlete's creativity and there's no limit to what they can accomplish. This kids' track suit is part of adidas' partnership with LEGO Group. Cotton-blend French terry keeps kids comfortable as they move. Bright primary colors and graphics nod to the LEGO® bricks that are an icon of childhood.,75.0,60,InStock,M,Kids,CL00069,CT101
Q46321,QT Racer Sport Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",65.0,52,InStock,XL,Women,CL00110,CT102
FY1039,Predator Freak.3 Turf Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These juniors' adidas turf soccer shoes dial up the stability with a supportive mid-cut design. 3D-printed Demonscale elements spread further across the synthetic upper to help you dominate the ball.",60.0,48,InStock,XL,Kids,CL00097,CT027
Q46322,QT Racer Sport Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",65.0,46,InStock,S,Women,CL00092,CT102
S42716,Supernova+ Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",120.0,96,InStock,S,Men,CL00112,CT098
GW4842,QT Racer Sport Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",65.0,46,InStock,S,Women,CL00160,CT102
GW4843,QT Racer Sport Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",65.0,46,InStock,XXL,Women,CL00149,CT102
FX5938,Superstar Star Wars Shoes,"Feel the Force every time you lace up in these juniors' adidas Superstar shoes. A basketball icon with over 50 years of history, these classic shoes have never shied away from breaking rules and pushing boundaries. Made in collaboration with Star Wars™, this version pays tribute to that rebellious attitude with playful graphics depicting Star Wars characters trying out new hobbies. After all, the Force should always we used for good.",75.0,53,InStock,L,Kids,CL00136,CT103
S23979,ZX 360 Shoes,"There's no one right way to move. As toddlers learn to explore the world around them, these adidas ZX 360 Shoes support them on their journey. The slip-on design makes them easy to get on and off so that they, and you, can get out the door quickly.",45.0,36,InStock,M,Kids,CL00076,CT104
FZ2929,Ultraboost 21 Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",160.0,128,InStock,XXL,Kids,CL00095,CT022
S23667,X9000L4 Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",140.0,98,InStock,S,Men,CL00178,CT105
FY5680,QT Racer Sport Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",65.0,46,InStock,M,Women,CL00097,CT102
H00515,EQ21 Run Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,64,InStock,XXL,Men,CL00061,CT051
H00521,EQ21 Run Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,72,InStock,XL,Men,CL00081,CT051
H00519,EQ21 Run Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,64,InStock,XXL,Men,CL00186,CT051
